"Annual_measure","SD_of_measure","Use1_0","Name","Units","Description","Region","Time_period","Source"
NA,NA,0,"Obs_s_x_TON","%N(gN/g_dry_sed)","Annual_average_organic_N_content_of_sand_gs_0.25mm_(0.19-0.43mm)",NA,NA,NA
NA,NA,0,"Obs_d_x_TON","%N(gN/g_dry_sed)","Annual_average_organic_N_content_of_mud_gs_0.12mm_(0.03-0.07mm)",NA,NA,NA
0.585890614,0.585890614,0,"Obs_NDJF_s_chl","mg/m3","Average_winter_(Nov-Feb)_chlorophyll_conc_shallow_layer","Bengulea_model_area","2010-2019","Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104_assuming_Redfield_CN"
0.618972672,0.618972672,0,"Obs_MJJA_s_chl","mg/m3","Average_summer_(May-Aug)_chlorophyll_conc_shallow_layer","Benguela_Sea_model_area","2010-2019","Copernicus remote sensing data from OCEANCOLOUR_GLO_BGC_L4_MY_009_104_assuming_Redfield_CN"
6.190466187,8.673268371,1,"Obs_NDJF_s_nitrate","mMN/m3","Average_winter_(Nov-Feb)_nitrate_conc_shallow_layer",NA,NA,NA
6.543676315,8.70925482,1,"Obs_MJJA_s_nitrate","mMN/m3","Average_summer_(May-Aug)_nitrate_conc_shallow_layer",NA,NA,NA
7.227404249,8.837850863,1,"Obs_NDJF_d_nitrate","mMN/m3","Average_winter_(Nov-Feb)_nitrate_conc_deep_layer",NA,NA,NA
5.294290221,8.41868308,1,"Obs_MJJA_d_nitrate","mMN/m3","Average_summer_(May-Aug)_nitrate_conc_deep_layer",NA,NA,NA
NA,NA,0,"Obs_NDJF_s_ammonia","mMN/m3","Average_winter_(Nov-Feb)_ammonia_conc_shallow_layer",NA,NA,NA
NA,NA,0,"Obs_MJJA_s_ammonia","mMN/m3","Average_summer_(May-Aug)_ammonia_conc_shallow_layer",NA,NA,NA
NA,NA,0,"Obs_NDJF_d_ammonia","mMN/m3","Average_winter_(Nov-Feb)_ammonia_conc_deep_layer",NA,NA,NA
NA,NA,0,"Obs_MJJA_d_ammonia","mMN/m3","Average_summer_(May-Aug)_ammonia_conc_deep_layer",NA,NA,NA
NA,NA,0,"Obs_carn_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_carnzoo_depth_av_conc",NA,NA,NA
NA,NA,0,"Obs_omni_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_omnivzoo_depth_av_conc",NA,NA,NA
NA,NA,0,"Obs_phyt_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_phyt_surface_layer_conc",NA,NA,NA
NA,NA,0,"Obs_nit_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_nitrate_surface_layer_conc",NA,NA,NA
NA,NA,0,"Obs_amm_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_ammonia_surface_layer_conc",NA,NA,NA
NA,NA,0,"Obs_pfish_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_planktivorous_fish_density_per_m2",NA,NA,NA
NA,NA,0,"Obs_dfish_io_ratio","dimensionless","Inshore_offshore_ratio_of_annual_mean_demersal_fish_density_per_m2",NA,NA,NA
7.09e-06,3.5e-06,1,"Obs_birddisc","mMN/m2/y","Annual_bycatch_of_birds","Southern_Benguela","2010-2019","Seas_Around_Us"
0,0,0,"Obs_sealdisc","mMN/m2/y","Annual_bycatch_of_pinnipeds","Southern_Benguela","2010-2019","Seas_Around_Us"
0,0,0,"Obs_cetadisc","mMN/m2/y","Annual_bycatch_of_cetaceans","Southern_Benguela","2010-2019","Seas_Around_Us"
NA,NA,0,"Obs_kelp_beachcast","dimensionless","Proportion_of_macrophyte_annual_nitrogen_uptake_exported_as_beachcast",NA,NA,NA
NA,NA,0,"Obs_Ctland_livewt","mMN/m2/y","Obs_cetacean_landings_by_whale_hunters",NA,NA,NA
